book_name,level,lesson_number,lesson_title,article,german,word_type,persian,english,plural,verb_forms,example_de,example_fa,collocation_de,collocation_fa
Starten Wir,A1,3,Essen und Trinken,🟢 das,Stück,Noun,تکه,piece,die Stücke,,Zwei Stück Kuchen.,دو تکه کیک.,,
Starten Wir,A1,3,Essen und Trinken,🔵 der,Liter,Noun,لیتر,liter,die Liter,,Ein Liter Milch.,یک لیتر شیر.,,
Starten Wir,A1,3,Essen und Trinken,,viele,Adjective,زیاد,many,,,Ich habe viele Bücher.,من کتاب‌های زیادی دارم.,,
Starten Wir,A1,3,Essen und Trinken,,wenig,Adjective,کم,little,,,Ich habe wenig Zeit.,من وقت کمی دارم.,,
Starten Wir,A1,3,Essen und Trinken,🟢 das,Restaurant,Noun,رستوران,restaurant,die Restaurants,,Wir essen im Restaurant.,ما در رستوران غذا می‌خوریم.,im Restaurant essen,در رستوران غذا خوردن
Starten Wir,A1,3,Essen und Trinken,🔵 der,Koch,Noun,آشپز (مرد),chef (male),die Köche,,Der Koch ist gut.,آشپز خوب است.,der Koch im Restaurant,آشپز رستوران
Starten Wir,A1,3,Essen und Trinken,🔴 die,Köchin,Noun,آشپز (زن),chef (female),die Köchinnen,,Die Köchin kocht Suppe.,آشپز زن سوپ می‌پزد.,,
Starten Wir,A1,3,Essen und Trinken,🔵 der,Grill,Noun,گریل,grill,die Grills,,Der Grill ist neu.,گریل جدید است.,,
Starten Wir,A1,3,Essen und Trinken,🔵 der,Gast,Noun,مهمان,guest,die Gäste,,Der Gast zahlt.,مهمان پرداخت می‌کند.,,
Starten Wir,A1,3,Essen und Trinken,🟢 das,Lieblingsessen,Noun,غذای مورد علاقه,favorite food,die Lieblingsessen,,Was ist dein Lieblingsessen?,غذای مورد علاقه تو چیست؟,,
Starten Wir,A1,3,Essen und Trinken,🔵 der,Familienvater,Noun,پدر خانواده,family father,die Familienväter,,Der Familienvater arbeitet.,پدر خانواده کار می‌کند.,,
Starten Wir,A1,3,Essen und Trinken,🔵 der,Student,Noun,دانشجو (مرد),student (male),die Studenten,,Der Student lernt.,دانشجو درس می‌خواند.,,
Starten Wir,A1,3,Essen und Trinken,🔴 die,Studentin,Noun,دانشجو (زن),student (female),die Studentinnen,,Die Studentin liest.,دانشجو زن می‌خواند.,,
Starten Wir,A1,3,Essen und Trinken,,richtig,Adjective,درست,correct,,,Das ist richtig.,این درست است.,,
Starten Wir,A1,3,Essen und Trinken,,schreiben,Verb,نوشتن,to write,,schrieb | geschrieben,Ich schreibe eine Mail.,من ایمیل می‌نویسم.,,
Starten Wir,A1,3,Essen und Trinken,🔵 der,Deutschlehrer,Noun,معلم آلمانی (مرد),German teacher (male),die Deutschlehrer,,Der Deutschlehrer spricht.,معلم آلمانی صحبت می‌کند.,,
Starten Wir,A1,3,Essen und Trinken,🔴 die,Deutschlehrerin,Noun,معلم آلمانی (زن),German teacher (female),die Deutschlehrerinnen,,Die Deutschlehrerin hilft.,معلم آلمانی زن کمک می‌کند.,,
Starten Wir,A1,3,Essen und Trinken,🟢 das,Leben,Noun,زندگی,life,-,,Das Leben ist schön.,زندگی زیبا است.,das Leben genießen,از زندگی لذت بردن
Starten Wir,A1,3,Essen und Trinken,,haben,Verb,داشتن,to have,,hatte | gehabt,Ich habe Hunger.,من گرسنه هستم.,etwas haben,چیزی داشتن
Starten Wir,A1,3,Essen und Trinken,,kochen,Verb,پختن,to cook,,kochte | gekocht,Ich koche Reis.,من برنج می‌پزم.,etwas kochen,چیزی پختن
Starten Wir,A1,3,Essen und Trinken,,vegetarisch,Adjective,گیاهخواری,vegetarian,,,Ich esse vegetarisch.,من گیاهخواری می‌خورم.,,
Starten Wir,A1,3,Essen und Trinken,🔵 der,Tourist,Noun,گردشگر,tourist,die Touristen,,Der Tourist fotografiert.,گردشگر عکس می‌گیرد.,als Tourist reisen,به‌عنوان گردشگر سفر کردن
Starten Wir,A1,3,Essen und Trinken,🔴 die,Touristin,Noun,گردشگر (زن),tourist (female),die Touristinnen,,Die Touristin kommt.,گردشگر زن می‌آید.,,
Starten Wir,A1,3,Essen und Trinken,🔵 der,Berliner,Noun,برلینی (مرد),Berlin native (male),die Berliner,,Der Berliner ist freundlich.,مرد برلینی مهربان است.,,
Starten Wir,A1,3,Essen und Trinken,🔴 die,Berlinerin,Noun,برلینی (زن),Berlin native (female),die Berlinerinnen,,Die Berlinerin wohnt hier.,زن برلینی اینجا زندگی می‌کند.,,
Starten Wir,A1,3,Essen und Trinken,🔴 die,Adresse,Noun,آدرس,address,die Adressen,,Was ist deine Adresse?,آدرس تو چیست؟,die Adresse aufschreiben,آدرس را نوشتن
Starten Wir,A1,3,Essen und Trinken,🔴 die,Farbe,Noun,رنگ,color,die Farben,,Die Farbe ist schön.,رنگ زیبا است.,eine Farbe wählen,رنگی انتخاب کردن
Starten Wir,A1,3,Essen und Trinken,,rot,Adjective,قرمز,red,,,Das Auto ist rot.,ماشین قرمز است.,,
Starten Wir,A1,3,Essen und Trinken,,weiß,Adjective,سفید,white,,,Die Wand ist weiß.,دیوار سفید است.,,
Starten Wir,A1,3,Essen und Trinken,,blau,Adjective,آبی,blue,,,Der Himmel ist blau.,آسمان آبی است.,,
Starten Wir,A1,3,Essen und Trinken,,schwarz,Adjective,سیاه,black,,,Die Katze ist schwarz.,گربه سیاه است.,,
Starten Wir,A1,3,Essen und Trinken,,grün,Adjective,سبز,green,,,Das Gras ist grün.,چمن سبز است.,,
Starten Wir,A1,3,Essen und Trinken,,gelb,Adjective,زرد,yellow,,,Die Sonne ist gelb.,خورشید زرد است.,,
Starten Wir,A1,3,Essen und Trinken,,lila,Adjective,بنفش,purple,,,Das Kleid ist lila.,لباس بنفش است.,,
Starten Wir,A1,3,Essen und Trinken,,braun,Adjective,قهوه‌ای,brown,,,Der Tisch ist braun.,میز قهوه‌ای است.,,
Starten Wir,A1,3,Essen und Trinken,,orange,Adjective,نارنجی,orange (color),,,Die Orange ist orange.,پرتقال نارنجی است.,,
Starten Wir,A1,3,Essen und Trinken,🔴 die,Webseite,Noun,وب‌سایت,website,die Webseiten,,Ich besuche die Webseite.,من از وب‌سایت دیدن می‌کنم.,eine Webseite besuchen,از وب‌سایت دیدن کردن
Starten Wir,A1,3,Essen und Trinken,🟢 das,Tier,Noun,حیوان,animal,die Tiere,,Das Tier ist wild.,حیوان وحشی است.,ein Tier haben,حیوان داشتن
Starten Wir,A1,3,Essen und Trinken,🔵 der,Vegetarier,Noun,گیاهخوار (مرد),vegetarian (male),die Vegetarier,,Er ist Vegetarier.,او گیاهخوار است.,,
Starten Wir,A1,3,Essen und Trinken,,wir,Pronoun,ما,we,,,Wir lernen Deutsch.,ما آلمانی یاد می‌گیریم.,,
Starten Wir,A1,3,Essen und Trinken,,ihr,Pronoun,شما (جمع),you (plural),,,Ihr seid klug.,شما باهوش هستید.,,
Starten Wir,A1,3,Essen und Trinken,,gesund,Adjective,سالم,healthy,,,Obst ist gesund.,میوه سالم است.,,
Starten Wir,A1,3,Essen und Trinken,,immer,Adverb,همیشه,always,,,Ich trinke immer Wasser.,من همیشه آب می‌نوشم.,,
Starten Wir,A1,3,Essen und Trinken,,oft,Adverb,اغلب,often,,,Ich gehe oft schwimmen.,من اغلب شنا می‌روم.,,
Starten Wir,A1,3,Essen und Trinken,,manchmal,Adverb,گاهی,sometimes,,,Ich lerne manchmal Deutsch.,من گاهی آلمانی می‌خوانم.,,
Starten Wir,A1,3,Essen und Trinken,,nie,Adverb,هرگز,never,,,Ich rauche nie.,من هرگز سیگار نمی‌کشم.,,
Starten Wir,A1,3,Essen und Trinken,,aber,Conjunction,اما,but,,,"Ich lerne, aber ich verstehe nicht.",من می‌خوانم، اما نمی‌فهمم.,,
Starten Wir,A1,3,Essen und Trinken,,mit,Preposition,با,with,,,Ich fahre mit dem Bus.,من با اتوبوس می‌روم.,mit jemandem,با کسی
Starten Wir,A1,3,Essen und Trinken,🟢 das,Frühstück,Noun,صبحانه,breakfast,-,,Das Frühstück ist lecker.,صبحانه خوشمزه است.,Frühstück machen,صبحانه آماده کردن
Starten Wir,A1,3,Essen und Trinken,,frühstücken,Verb,صبحانه خوردن,to have breakfast,,frühstückte | gefrühstückt,Wir frühstücken um 7.,ما ساعت ۷ صبحانه می‌خوریم.,frühstücken gehen,صبحانه خوردن رفتن
Starten Wir,A1,3,Essen und Trinken,,sagen,Verb,گفتن,to say,,sagte | gesagt,Ich sage Hallo.,من سلام می‌گویم.,etwas sagen,چیزی گفتن
Starten Wir,A1,3,Essen und Trinken,,hören,Verb,شنیدن,to hear,,hörte | gehört,Ich höre Musik.,من موسیقی گوش می‌دهم.,etwas hören,چیزی شنیدن
Starten Wir,A1,3,Essen und Trinken,,typisch,Adjective,معمول,typical,,,Das ist typisch deutsch.,این معمولاً آلمانی است.,,
Starten Wir,A1,3,Essen und Trinken,🔴 die,Lieblingsfarbe,Noun,رنگ مورد علاقه,favorite color,die Lieblingsfarben,,Meine Lieblingsfarbe ist blau.,رنگ مورد علاقه من آبی است.,die Lieblingsfarbe ist,رنگ مورد علاقه ... است
Starten Wir,A1,3,Essen und Trinken,🔵 der,Regenbogen,Noun,رنگین‌کمان,rainbow,die Regenbögen,,Der Regenbogen ist schön.,رنگین‌کمان زیبا است.,,
Starten Wir,A1,3,Essen und Trinken,,etwas,Pronoun,چیزی,something,,,Ich möchte etwas essen.,من می‌خواهم چیزی بخورم.,,
Starten Wir,A1,3,Essen und Trinken,,machen,Verb,انجام دادن,to do,,machte | gemacht,Was machst du heute?,امروز چه کار می‌کنی؟,etwas machen,کاری کردن
Starten Wir,A1,3,Essen und Trinken,,Wie heißt das auf Deutsch?,Phrase,این آلمانی چی میشه؟,what is this in German?,,,Wie heißt das auf Deutsch?,این آلمانی چی میشه؟,,
Starten Wir,A1,3,Essen und Trinken,,Ein bisschen langsamer bitte.,Phrase,آهسته‌تر لطفاً,slower please,,,"Ein bisschen langsamer, bitte.",آهسته‌تر لطفاً.,,
Starten Wir,A1,3,Essen und Trinken,,Wie sagt man auf Deutsch?,Phrase,آلمانی چطور میگن؟,how to say in German?,,,"Wie sagt man ""hello"" auf Deutsch?","آلمانی ""سلام"" چطور میگن؟",,
Starten Wir,A1,3,Essen und Trinken,,Ich weiß noch nicht.,Phrase,هنوز نمی‌دونم.,"""I don' t know yet""",,,Ich weiß noch nicht.,هنوز نمی‌دونم.,,
Starten Wir,A1,3,Essen und Trinken,,Zum Glück,Phrase,خوشبختانه,luckily,,,Zum Glück habe ich Zeit.,خوشبختانه وقت دارم.,,
Starten Wir,A1,3,Essen und Trinken,,Ich auch,Phrase,من هم,me too,,,Ich auch!,من هم!,,
Starten Wir,A1,3,Essen und Trinken,,Ich auch nicht,Phrase,من هم نه,me neither,,,Ich auch nicht.,من هم نه.,,
Starten Wir,A1,3,Essen und Trinken,,Hast du Lust?,Phrase,حوصله داری؟,do you feel like?,,,Hast du Lust auf Kaffee?,حوصله قهوه داری؟,,
Starten Wir,A1,3,Essen und Trinken,,Hast du Zeit?,Phrase,وقت داری؟,do you have time?,,,Hast du Zeit heute?,امروز وقت داری؟,,
Starten Wir,A1,3,Essen und Trinken,,Ja klar,Phrase,آره حتماً,yes of course,,,"Ja, klar!",آره حتماً!,,
Starten Wir,A1,3,Essen und Trinken,,Heute nicht,Phrase,امروز نه,not today,,,"Heute nicht, leider.",امروز نه متأسفانه.,,
Starten Wir,A1,3,Essen und Trinken,,Für mich bitte,Phrase,برای من لطفاً,for me please,,,"Für mich einen Kaffee, bitte.",برای من قهوه لطفاً.,,
Starten Wir,A1,4,Mein Leben,🔵 der,Polizist,Noun,پلیس (مرد),police officer (male),die Polizisten,,Der Polizist hilft.,پلیس کمک می‌کند.,der Polizist hilft,پلیس کمک می‌کند
Starten Wir,A1,4,Mein Leben,🔴 die,Polizistin,Noun,پلیس (زن),police officer (female),die Polizistinnen,,Die Polizistin ist stark.,پلیس زن قوی است.,,
Starten Wir,A1,4,Mein Leben,🔵 der,Manager,Noun,مدیر,manager,die Manager,,Der Manager arbeitet.,مدیر کار می‌کند.,als Manager arbeiten,به‌عنوان مدیر کار کردن
Starten Wir,A1,4,Mein Leben,🔵 der,IT-Ingenieur,Noun,مهندس IT,IT engineer,die IT-Ingenieure,,Der IT-Ingenieur programmiert.,مهندس IT برنامه‌نویسی می‌کند.,,
Starten Wir,A1,4,Mein Leben,🔵 der,Taxifahrer,Noun,راننده تاکسی,taxi driver,die Taxifahrer,,Der Taxifahrer fährt.,راننده تاکسی رانندگی می‌کند.,Taxifahrer sein,راننده تاکسی بودن
Starten Wir,A1,4,Mein Leben,🔵 der,Beruf,Noun,شغل,profession,die Berufe,,Was bist du von Beruf?,شغل شما چیست؟,von Beruf sein,شغل ... داشتن
Starten Wir,A1,4,Mein Leben,🔴 die,Firma,Noun,شرکت,company,die Firmen,,Ich arbeite in einer Firma.,من در شرکت کار می‌کنم.,in einer Firma arbeiten,در شرکت کار کردن
Starten Wir,A1,4,Mein Leben,🔴 die,Visitenkarte,Noun,کارت ویزیت,business card,die Visitenkarten,,Gib mir deine Visitenkarte.,کارت ویزیتت را بده.,eine Visitenkarte geben,کارت ویزیت دادن
Starten Wir,A1,4,Mein Leben,,arbeiten,Verb,کار کردن,to work,,arbeitete | gearbeitet,Ich arbeite von 9 bis 17.,من از ۹ تا ۱۷ کار می‌کنم.,von ... bis ... arbeiten,از ... تا ... کار کردن
Starten Wir,A1,4,Mein Leben,,arbeitslos,Adjective,بیکار,unemployed,,,Er ist arbeitslos.,او بیکار است.,,
Starten Wir,A1,4,Mein Leben,🔴 die,Arbeit,Noun,کار,work,die Arbeiten,,Die Arbeit ist schwer.,کار سخت است.,Arbeit suchen,دنبال کار گشتن
Starten Wir,A1,4,Mein Leben,,Wann,Adverb,کی؟,when?,,,Wann kommst du?,کی می‌آیی؟,,
Starten Wir,A1,4,Mein Leben,,um,Preposition,ساعت,at (time),,,Wie spät ist es? Um 8.,ساعت چنده؟ ساعت ۸.,,
Starten Wir,A1,4,Mein Leben,,vor,Preposition,قبل,in front of,,,Ich warte vor dem Haus.,من جلوی خانه منتظرم.,,
Starten Wir,A1,4,Mein Leben,,nach,Preposition,بعد,after,,,Nach der Arbeit gehe ich nach Hause.,بعد از کار به خانه می‌روم.,,
Starten Wir,A1,4,Mein Leben,🔵 der,Termin,Noun,قرار,appointment,die Termine,,Ich habe einen Termin.,من قرار دارم.,einen Termin machen,قرار گذاشتن
Starten Wir,A1,4,Mein Leben,🔵 der,Monat,Noun,ماه,month,die Monate,,Der Monat ist lang.,ماه طولانی است.,pro Monat,در ماه
Starten Wir,A1,4,Mein Leben,🔵 der,Tag,Noun,روز,day,die Tage,,Heute ist ein guter Tag.,امروز روز خوبی است.,jeden Tag,هر روز
Starten Wir,A1,4,Mein Leben,🔵 der,Rentner,Noun,بازنشسته (مرد),pensioner (male),die Rentner,,Der Rentner liest Zeitung.,بازنشسته روزنامه می‌خواند.,,
Starten Wir,A1,4,Mein Leben,🔴 die,Rentnerin,Noun,بازنشسته (زن),pensioner (female),die Rentnerinnen,,Die Rentnerin geht spazieren.,بازنشسته زن پیاده‌روی می‌کند.,,
Starten Wir,A1,4,Mein Leben,🔴 die,Party,Noun,مهمانی,party,die Partys,,Die Party ist super.,مهمانی عالی است.,eine Party feiern,مهمانی گرفتن
Starten Wir,A1,4,Mein Leben,🔴 die,Schere,Noun,قیچی,scissors,die Scheren,,Die Schere ist scharf.,قیچی تیز است.,,
Starten Wir,A1,4,Mein Leben,🔵 der,Kamm,Noun,شانه,comb,die Kämme,,Der Kamm ist aus Holz.,شانه چوبی است.,,
Starten Wir,A1,4,Mein Leben,🔴 die,Bürste,Noun,برس,brush,die Bürsten,,Die Bürste ist neu.,برس جدید است.,,
Starten Wir,A1,4,Mein Leben,🟢 das,T-Shirt,Noun,تی‌شرت,t-shirt,die T-Shirts,,Ich trage ein T-Shirt.,من تی‌شرت می‌پوشم.,,
Starten Wir,A1,4,Mein Leben,🔴 die,Küche,Noun,آشپزخانه,kitchen,die Küchen,,Die Küche ist groß.,آشپزخانه بزرگ است.,in der Küche kochen,در آشپزخانه پختن
Starten Wir,A1,4,Mein Leben,🔵 der,Herd,Noun,اجاق,stove,die Herde,,Der Herd ist heiß.,اجاق داغ است.,,
Starten Wir,A1,4,Mein Leben,🔵 der,Topf,Noun,قابلمه,pot,die Töpfe,,Der Topf ist voll.,قابلمه پر است.,,
Starten Wir,A1,4,Mein Leben,🟢 das,Büro,Noun,دفتر,office,die Büros,,Ich bin im Büro.,من در دفتر هستم.,im Büro arbeiten,در دفتر کار کردن
Starten Wir,A1,4,Mein Leben,🔵 der,Drucker,Noun,پرینتر,printer,die Drucker,,Der Drucker ist kaputt.,پرینتر خراب است.,,
Starten Wir,A1,4,Mein Leben,🔵 der,USB-Stick,Noun,فلش,USB stick,die USB-Sticks,,Ich brauche einen USB-Stick.,من فلش نیاز دارم.,,
Starten Wir,A1,4,Mein Leben,🔴 die,Maus,Noun,ماوس,mouse,die Mäuse,,Die Maus ist schwarz.,ماوس سیاه است.,,
Starten Wir,A1,4,Mein Leben,🔴 die,Software,Noun,نرم‌افزار,software,die Softwares,,Die Software ist neu.,نرم‌افزار جدید است.,,
Starten Wir,A1,4,Mein Leben,🔵 der,Support,Noun,پشتیبانی,support,-,,Der Support hilft.,پشتیبانی کمک می‌کند.,,
Starten Wir,A1,4,Mein Leben,,telefonieren,Verb,تلفن زدن,to phone,,telefonierte | telefoniert,Ich telefoniere gern.,من تلفن زدن دوست دارم.,mit jemandem telefonieren,با کسی تلفن صحبت کردن
Starten Wir,A1,4,Mein Leben,,anrufen,Verb,تماس گرفتن,to call,,rief an | angerufen,Ich rufe dich an.,من به تو زنگ می‌زنم.,jemanden anrufen,به کسی زنگ زدن
Starten Wir,A1,4,Mein Leben,🟢 das,Telefon,Noun,تلفن,telephone,die Telefone,,Das Telefon klingelt.,تلفن زنگ می‌زند.,am Telefon sein,پای تلفن بودن
Starten Wir,A1,4,Mein Leben,🟢 das,Telefongespräch,Noun,مکالمه,phone call,die Telefongespräche,,Das Telefongespräch ist lang.,مکالمه طولانی است.,,
Starten Wir,A1,4,Mein Leben,🔴 die,SMS,Noun,پیامک,text message,die SMS,,Ich schreibe eine SMS.,من پیامک می‌نویسم.,,
Starten Wir,A1,4,Mein Leben,🟢 das,Internet,Noun,اینترنت,internet,-,,Das Internet ist schnell.,اینترنت سریع است.,im Internet surfen,در اینترنت گشتن
Starten Wir,A1,4,Mein Leben,🔵 der,Chat,Noun,چت,chat,die Chats,,Ich bin im Chat.,من در چت هستم.,,
Starten Wir,A1,4,Mein Leben,🔵 der,Status,Noun,وضعیت,status,die Status,,Mein Status ist online.,وضعیت من آنلاین است.,,
Starten Wir,A1,4,Mein Leben,🔵 der,Tarif,Noun,تعرفه,tariff,die Tarife,,Der Tarif ist billig.,تعرفه ارزان است.,,
Starten Wir,A1,4,Mein Leben,,ohne,Preposition,بدون,without,,,Ich trinke Kaffee ohne Zucker.,من قهوه بدون شکر می‌نوشم.,,
Starten Wir,A1,4,Mein Leben,🟢 das,Radio,Noun,رادیو,radio,die Radios,,Das Radio ist laut.,رادیو بلند است.,,
Starten Wir,A1,4,Mein Leben,🔴 die,Show,Noun,شو,show,die Shows,,Die Show ist gut.,شو خوب است.,,
Starten Wir,A1,4,Mein Leben,🔵 der,Podcast,Noun,پادکست,podcast,die Podcasts,,Ich höre einen Podcast.,من پادکست گوش می‌دهم.,,
Starten Wir,A1,4,Mein Leben,🟢 das,Interview,Noun,مصاحبه,interview,die Interviews,,Das Interview ist interessant.,مصاحبه جالب است.,,
Starten Wir,A1,4,Mein Leben,🔵 der,Partner,Noun,شریک (مرد),partner (male),die Partner,,Mein Partner ist nett.,شریک من مهربان است.,einen Partner haben,شریک داشتن
Starten Wir,A1,4,Mein Leben,🔴 die,Partnerin,Noun,شریک (زن),partner (female),die Partnerinnen,,Meine Partnerin ist klug.,شریک زن من باهوش است.,,
Starten Wir,A1,5,Freizeit,,aufstehen,Verb,بلند شدن,to get up,,stand auf | aufgestanden,Ich stehe um 7 Uhr auf.,من ساعت ۷ بلند می‌شوم.,früh aufstehen,زود بلند شدن
Starten Wir,A1,5,Freizeit,🟢 das,Licht,Noun,نور,light,die Lichter,,Mach das Licht an.,نور را روشن کن.,das Licht anmachen,نور را روشن کردن
Starten Wir,A1,5,Freizeit,,anmachen,Verb,روشن کردن,to turn on,,machte an | angemacht,Ich mache das Radio an.,من رادیو را روشن می‌کنم.,,
Starten Wir,A1,5,Freizeit,,ausmachen,Verb,خاموش کردن,to turn off,,machte aus | ausgemacht,Mach den Fernseher aus.,تلویزیون را خاموش کن.,,
Starten Wir,A1,5,Freizeit,,duschen,Verb,دوش گرفتن,to shower,,duschte | geduscht,Ich dusche morgens.,من صبح‌ها دوش می‌گیرم.,morgens duschen,صبح دوش گرفتن
Starten Wir,A1,5,Freizeit,,anziehen,Verb,پوشیدن,to get dressed,,zog an | angezogen,Ich ziehe mich an.,من لباس می‌پوشم.,sich anziehen,لباس پوشیدن
Starten Wir,A1,5,Freizeit,,einsteigen,Verb,سوار شدن,to board,,stieg ein | eingestiegen,Ich steige in den Bus ein.,من سوار اتوبوس می‌شوم.,in den Bus einsteigen,سوار اتوبوس شدن
Starten Wir,A1,5,Freizeit,,aussteigen,Verb,پیاده شدن,to get off,,stieg aus | ausgestiegen,Ich steige an der nächsten Haltestelle aus.,من در ایستگاه بعدی پیاده می‌شوم.,aus dem Bus aussteigen,از اتوبوس پیاده شدن
Starten Wir,A1,5,Freizeit,🔴 die,U-Bahn,Noun,مترو,subway,die U-Bahnen,,Die U-Bahn ist schnell.,مترو سریع است.,,
Starten Wir,A1,5,Freizeit,,nehmen,Verb,گرفتن,to take,,nahm | genommen,Ich nehme den Bus.,من اتوبوس را می‌گیرم.,den Bus nehmen,اتوبوس گرفتن
Starten Wir,A1,5,Freizeit,,anfangen,Verb,شروع کردن,to start,,fing an | angefangen,Der Film fängt an.,فیلم شروع می‌شود.,,
Starten Wir,A1,5,Freizeit,🔴 die,Pause,Noun,استراحت,break,die Pausen,,Wir machen Pause.,ما استراحت می‌کنیم.,Pause machen,استراحت کردن
Starten Wir,A1,5,Freizeit,,abholen,Verb,برداشتن,to pick up,,holte ab | abgeholt,Ich hole dich ab.,من تو را برمی‌دارم.,jemanden abholen,کسی را بردن
Starten Wir,A1,5,Freizeit,🔵 der,Kindergarten,Noun,مهدکودک,kindergarten,die Kindergärten,,Das Kind geht in den Kindergarten.,بچه به مهدکودک می‌رود.,,
Starten Wir,A1,5,Freizeit,🟢 das,Kind,Noun,بچه,child,die Kinder,,Das Kind spielt.,بچه بازی می‌کند.,,
Starten Wir,A1,5,Freizeit,,lernen,Verb,یاد گرفتن,to learn,,lernte | gelernt,Ich lerne Deutsch.,من آلمانی یاد می‌گیرم.,Deutsch lernen,آلمانی یاد گرفتن
Starten Wir,A1,5,Freizeit,,schlafen,Verb,خوابیدن,to sleep,,schlief | geschlafen,Ich schlafe um 23 Uhr.,من ساعت ۲۳ می‌خوابم.,lange schlafen,دیر خوابیدن
Starten Wir,A1,5,Freizeit,,Golf spielen,Phrase,گلف بازی کردن,to play golf,,spielte Golf | Golf gespielt,Ich spiele Golf.,من گلف بازی می‌کنم.,,
Starten Wir,A1,5,Freizeit,,snowboarden,Verb,اسنوبرد,to snowboard,,snowboardete | gesnowboardet,Ich snowboarde gern.,من اسنوبرد دوست دارم.,,
Starten Wir,A1,5,Freizeit,,Rad fahren,Phrase,دوچرخه سواری,to cycle,,fuhr Rad | Rad gefahren,Ich fahre Rad.,من دوچرخه سواری می‌کنم.,,
Starten Wir,A1,5,Freizeit,🟢 das,Rad,Noun,دوچرخه,bike,die Räder,,Mein Rad ist neu.,دوچرخه من جدید است.,,
Starten Wir,A1,5,Freizeit,,schwimmen,Verb,شنا کردن,to swim,,schwamm | geschwommen,Ich schwimme gern.,من شنا دوست دارم.,schwimmen gehen,شنا رفتن
Starten Wir,A1,5,Freizeit,,wandern,Verb,پیاده‌روی,to hike,,wanderte | gewandert,Ich wandere im Wald.,من در جنگل پیاده‌روی می‌کنم.,im Wald wandern,در جنگل پیاده‌روی کردن
Starten Wir,A1,5,Freizeit,,walken,Verb,پیاده‌روی سریع,to power walk,,walkte | gewalkt,Ich walke am Morgen.,من صبح پیاده‌روی سریع می‌کنم.,,
Starten Wir,A1,5,Freizeit,🟢 das,Aerobic,Noun,ایروبیک,aerobics,-,,Ich mache Aerobic.,من ایروبیک کار می‌کنم.,,
Starten Wir,A1,5,Freizeit,🔵 der,Kurs,Noun,دوره,course,die Kurse,,Ich besuche einen Kurs.,من در دوره شرکت می‌کنم.,,
Starten Wir,A1,5,Freizeit,🟢 das,Fitness-Studio,Noun,باشگاه,gym,die Fitness-Studios,,Ich gehe ins Fitness-Studio.,من به باشگاه می‌روم.,,
Starten Wir,A1,5,Freizeit,🔵 der,Pool,Noun,استخر,pool,die Pools,,Der Pool ist kalt.,استخر سرد است.,,
Starten Wir,A1,5,Freizeit,,ausgehen,Verb,بیرون رفتن,to go out,,ging aus | ausgegangen,Ich gehe heute aus.,من امروز بیرون می‌روم.,abends ausgehen,عصر بیرون رفتن
Starten Wir,A1,5,Freizeit,,Wohin?,Adverb,به کجا؟,where to?,,,Wohin gehst du?,به کجا می‌روی؟,,
Starten Wir,A1,5,Freizeit,,gehen,Verb,رفتن,to go,,ging | gegangen,Ich gehe nach Hause.,من به خانه می‌روم.,nach Hause gehen,به خانه رفتن
Starten Wir,A1,5,Freizeit,,tanzen,Verb,رقصیدن,to dance,,tanzte | getanzt,Ich tanze gern.,من رقصیدن دوست دارم.,tanzen gehen,رقصیدن رفتن
Starten Wir,A1,5,Freizeit,,treffen,Verb,ملاقات کردن,to meet,,traf | getroffen,Ich treffe Freunde.,من دوستان را ملاقات می‌کنم.,Freunde treffen,دوستان را دیدن
Starten Wir,A1,5,Freizeit,,besuchen,Verb,دیدن,to visit,,besuchte | besucht,Ich besuche meine Oma.,من مادربزرگم را می‌بینم.,jemanden besuchen,از کسی دیدن کردن
Starten Wir,A1,5,Freizeit,,einladen,Verb,دعوت کردن,to invite,,lud ein | eingeladen,Ich lade dich ein.,من تو را دعوت می‌کنم.,jemanden einladen,کسی را دعوت کردن
Starten Wir,A1,5,Freizeit,,feiern,Verb,جشن گرفتن,to celebrate,,feierte | gefeiert,Wir feiern Geburtstag.,ما تولد جشن می‌گیریم.,Geburtstag feiern,تولد جشن گرفتن
Starten Wir,A1,5,Freizeit,🟢 das,Kino,Noun,سینما,cinema,die Kinos,,Ich gehe ins Kino.,من به سینما می‌روم.,ins Kino gehen,به سینما رفتن
Starten Wir,A1,5,Freizeit,🔴 die,Disco,Noun,دیسکو,disco,die Discos,,Die Disco ist laut.,دیسکو بلند است.,,
Starten Wir,A1,5,Freizeit,🔵 der,Club,Noun,کلاب,club,die Clubs,,Der Club ist groß.,کلاب بزرگ است.,,
Starten Wir,A1,5,Freizeit,🟢 das,Konzert,Noun,کنسرت,concert,die Konzerte,,Das Konzert war super.,کنسرت عالی بود.,ein Konzert besuchen,به کنسرت رفتن
Starten Wir,A1,5,Freizeit,🟢 das,Theater,Noun,تئاتر,theater,die Theater,,Ich gehe ins Theater.,من به تئاتر می‌روم.,ins Theater gehen,به تئاتر رفتن
Starten Wir,A1,5,Freizeit,🔴 die,Freizeit,Noun,اوقات فراغت,free time,-,,Was machst du in der Freizeit?,در اوقات فراغت چه می‌کنی؟,,
Starten Wir,A1,5,Freizeit,🔵 der,Stress,Noun,استرس,stress,-,,Ich habe Stress.,من استرس دارم.,,
